id,full_name,profession,license_number,authority,status,province,trust_score,identity_verified,risk_level
56009e9e-9b69-44c2-b4d5-fdc0470a7742,"Tumi Muller",Specialist,MP187246,HPCSA,Practising,Western Cape,90,true,Low
7cff3b90-6f54-4229-88d6-23248b6b2637,"Nomsa Dlamini",Psychologist,MP589366,HPCSA,Active,Northern Cape,100,true,Low
27a4f94c-6a98-45ce-9cec-c6a668cffb2c,"Lerato Smit",Attorney,LP566865,LPC,Practising,Mpumalanga,93,true,Low
86448d11-afc4-4cf1-9e3c-5508210a700f,"Chris Muller",Nurse,REG81849,SANC,Practising,Northern Cape,99,true,Low
a693fd73-e28d-469e-93b1-b872df67731f,"John Ndlovu",Psychologist,MP863490,HPCSA,Good Standing,Gauteng,98,true,Low
dd234524-70e4-42d3-8c3d-7852667d9f58,"Jane Smith",Nurse,REG78824,SANC,Struck Off,KwaZulu-Natal,11,false,Critical
3178ef5c-9c94-4075-8cb7-3ce39c351dcf,"John Muller",Attorney,LP948502,LPC,Active,North West,90,true,Low
6c1212da-a276-4ad5-ae94-784366cf2615,"Tumi Molefe",Specialist,MP499945,HPCSA,Practising,Limpopo,95,true,Low
cc4fa7a4-ac8d-4aaf-a78d-bf5981022513,"Nomsa Zuma",Doctor,MP482370,HPCSA,Practising,Limpopo,91,true,Low
6aac8e6a-8990-4958-81f7-ce59ded1b39d,"Chris Ndlovu",Specialist,MP251267,HPCSA,Struck Off,Eastern Cape,7,false,Critical
a12e9873-f573-4dc6-a314-29a2d979b765,"Nomsa Molefe",Doctor,MP370030,HPCSA,Struck Off,Eastern Cape,7,false,Critical
72de2ed3-7088-4565-9e5a-885d6aa0e4c4,"Tumi Khuma",Advocate,LP903990,LPC,Suspended,Northern Cape,58,true,Medium
23aee7c6-e178-4a07-b028-357dc0886ea3,"Jane Molefe",Advocate,LP888369,LPC,Active,Gauteng,92,true,Low
aacbc9b0-d085-43cf-b50e-323da989e528,"Tumi Dlamini",Advocate,LP920498,LPC,Good Standing,Western Cape,91,true,Low
a6b08897-2c97-4704-8743-84753313b71b,"Sarah Dlamini",Attorney,LP452072,LPC,Good Standing,Western Cape,92,true,Low
85122a5f-1032-49b9-ab51-20175c6c7c1a,"Jane Dlamini",Advocate,LP594296,LPC,Suspended,Eastern Cape,44,true,Medium
d7cbbc29-4f90-4172-98be-cf3b9516bf73,"Lerato Zuma",Attorney,LP182213,LPC,Active,North West,95,true,Low
d85aa7c2-56e0-435d-aa40-4bb46f192138,"Musa Dlamini",Advocate,LP424785,LPC,Suspended,Northern Cape,51,true,Medium
57bc35b4-663b-4d22-a623-295288ca491d,"Thabo Zuma",Specialist,MP218500,HPCSA,Struck Off,Northern Cape,0,false,Critical
6dc567c4-3830-41b5-8c2a-35689ebdab97,"Chris Dlamini",Doctor,MP821144,HPCSA,Struck Off,KwaZulu-Natal,2,false,Critical
73d5a5bc-38a7-4c9e-a783-cc515ea4576c,"Chris Smit",Doctor,MP948122,HPCSA,Good Standing,Limpopo,94,true,Low
c113f010-aa22-41b1-b58d-452e05d39ce4,"Jane Ndlovu",Advocate,LP546198,LPC,Suspended,KwaZulu-Natal,51,true,Medium
59425025-04b1-41b6-9edb-67194e31a4c2,"Jane Botha",Attorney,LP749513,LPC,Good Standing,Mpumalanga,94,true,Low
914e0d97-0750-4b63-9a6b-9ec601e54ad6,"Sarah Botha",Specialist,MP200123,HPCSA,Active,Western Cape,100,true,Low
84e33dae-59e6-410e-9e6a-c8a07c341c7f,"John Dlamini",Doctor,MP398414,HPCSA,Active,North West,99,true,Low
82ea3151-2a4f-42d3-88c4-c18c59206e8b,"Sarah Molefe",Nurse,REG47252,SANC,Good Standing,North West,99,true,Low
79dffbee-7ddc-4920-bca0-3f3a5ac85e40,"Kevin Molefe",Doctor,MP250873,HPCSA,Suspended,Western Cape,42,true,Medium
cd974889-21d4-4853-8e88-7db3321227ac,"John Molefe",Specialist,MP746124,HPCSA,Good Standing,KwaZulu-Natal,90,true,Low
ec9bc427-1c26-4906-869c-e3461b026622,"Kevin Botha",Advocate,LP832299,LPC,Suspended,Free State,57,true,Medium
17575065-f4ce-458f-98d1-7a31e3a5954d,"Sarah Molefe",Specialist,MP851310,HPCSA,Struck Off,Eastern Cape,24,false,Critical
3921648b-00e0-4e1e-adc0-c5a14faaae86,"Thabo Muller",Attorney,LP414071,LPC,Struck Off,Limpopo,16,false,Critical
e71502e3-4199-4e05-b969-6a0b6ae4bbad,"Jane Khuma",Nurse,REG17030,SANC,Active,Western Cape,92,true,Low
11549bb8-a80e-40f2-8056-6b98b8dbe5d1,"Kevin Zuma",Advocate,LP934528,LPC,Struck Off,Northern Cape,19,false,Critical
90225590-20ad-4c70-83ec-fa3cef251422,"Thabo Smith",Nurse,REG17195,SANC,Struck Off,Eastern Cape,22,false,Critical
99e6c2bd-4fc7-4af2-8be5-09687be68b8b,"Nomsa Grootboom",Doctor,MP686516,HPCSA,Active,Northern Cape,93,true,Low
2f842240-aca2-487e-b87a-8c15878d2b70,"Sarah Zuma",Specialist,MP392688,HPCSA,Struck Off,Western Cape,12,false,Critical
8897b2e9-5b94-488f-9384-6a067780de77,"Chris Molefe",Nurse,REG47215,SANC,Suspended,Gauteng,58,true,Medium
5d8b7ae8-01b8-4c76-b5d2-c5c9d6776b4f,"Lerato Botha",Specialist,MP646894,HPCSA,Struck Off,Mpumalanga,1,false,Critical
eef8ccdd-97fc-4e11-80a5-c08fffaa6d14,"Nomsa Dlamini",Attorney,LP627272,LPC,Active,Gauteng,97,true,Low
82a06b30-c41b-4da3-8b68-45fe549428b1,"Lerato Muller",Attorney,LP607812,LPC,Active,Eastern Cape,98,true,Low
7e187515-8ed0-4add-b611-0e354352705a,"Jane Grootboom",Advocate,LP892103,LPC,Struck Off,Northern Cape,23,false,Critical
d5a3aca1-7823-48c2-85a5-b44302659039,"Lindiwe Smith",Specialist,MP501528,HPCSA,Good Standing,Northern Cape,96,true,Low
451aa83a-01f7-4d51-b3ea-a3310f62c3d3,"Sipho Smit",Advocate,LP255428,LPC,Suspended,Limpopo,57,true,Medium
8dd42c1b-cb36-4e1a-b3ac-06c58dc95353,"Thabo Ndlovu",Nurse,REG53040,SANC,Active,Mpumalanga,97,true,Low
5abb2e62-13d0-48bc-93a8-3474bebfce05,"Musa Molefe",Nurse,REG74660,SANC,Suspended,Limpopo,52,true,Medium
b8e24902-b9f3-4afc-a23c-127d1fdeb640,"Kevin Zuma",Advocate,LP270612,LPC,Struck Off,North West,19,false,Critical
081c8220-9608-4f30-a832-3285af902b20,"Sarah Smit",Nurse,REG29642,SANC,Suspended,Gauteng,55,true,Medium
f2ed6098-3c00-484b-9122-3f25c65ea8dc,"Musa Dlamini",Psychologist,MP576806,HPCSA,Suspended,KwaZulu-Natal,47,true,Medium
abaad2c6-1618-4a2c-b48d-ecb0f82405e4,"Kevin Botha",Attorney,LP176945,LPC,Good Standing,Western Cape,100,true,Low
903b68e1-cdf8-4edb-a585-936f7ecbef5f,"John Muller",Advocate,LP102516,LPC,Active,Mpumalanga,100,true,Low
81215f67-43c5-4fcf-8b9b-c5540cb9a71e,"Tumi Zuma",Nurse,REG52875,SANC,Practising,Eastern Cape,94,true,Low
c682e47e-4b0f-437a-8038-1a6e22651bbe,"Thabo Dlamini",Attorney,LP314650,LPC,Practising,Limpopo,92,true,Low
2868a27d-7584-4e15-a585-6c4ed9d81c63,"Tumi Dlamini",Nurse,REG31901,SANC,Active,Eastern Cape,99,true,Low
150f00b2-3564-4e97-9190-dfe09352bef2,"Kevin Smith",Specialist,MP999235,HPCSA,Practising,Eastern Cape,92,true,Low
b0b8ee60-0f79-42ac-ac2c-dbd2d1d935b7,"Jane Smith",Doctor,MP758440,HPCSA,Good Standing,Gauteng,95,true,Low
cf1aaa70-beee-4b68-8aa4-612608000d0d,"Musa Khuma",Nurse,REG74499,SANC,Good Standing,Free State,100,true,Low
14e85e3a-def1-4379-83bd-0b7eb049b3b9,"Thabo Dlamini",Nurse,REG62566,SANC,Good Standing,Mpumalanga,96,true,Low
06e5e08a-2cea-4220-a3c8-34c40001df27,"Sipho Grootboom",Nurse,REG46616,SANC,Good Standing,KwaZulu-Natal,98,true,Low
02a4bf71-d67a-4d95-963a-3a12590e597c,"Lindiwe Molefe",Advocate,LP978787,LPC,Practising,Limpopo,100,true,Low
6be259d4-1262-44d3-a44c-faeec4f5afa1,"Jane Smit",Psychologist,MP492764,HPCSA,Practising,North West,91,true,Low
d5e7c005-2d19-47ff-b10a-b9b51a82c0c8,"Sarah Smit",Nurse,REG21904,SANC,Active,North West,98,true,Low
6c9ea9c5-9a3d-466c-99fb-bd9f9e0672e6,"Kevin Molefe",Advocate,LP372716,LPC,Suspended,Northern Cape,51,true,Medium
59ec01e5-70b0-4d25-b232-d76f01a527e1,"Musa Botha",Attorney,LP720744,LPC,Struck Off,Gauteng,15,false,Critical
2206e472-deb0-4f9f-a91f-08c7f3336c38,"Nomsa Smith",Attorney,LP688631,LPC,Suspended,Free State,57,true,Medium
ead194ae-a9dd-4784-b7df-4d7cf1d52c43,"Sipho Molefe",Psychologist,MP730590,HPCSA,Suspended,Mpumalanga,60,true,Medium
664c9a05-c54b-4682-953f-647ecb341134,"Lerato Dlamini",Doctor,MP485261,HPCSA,Suspended,Gauteng,55,true,Medium
8edcc35a-3c6e-487f-8268-ac37f6cfd74b,"Thabo Dlamini",Advocate,LP219582,LPC,Struck Off,Western Cape,14,false,Critical
6a6a2dc7-cb4a-4578-8ca1-76eec3386874,"Sipho Muller",Psychologist,MP374573,HPCSA,Practising,Free State,91,true,Low
c18d5e40-f24b-4461-818a-58414b4e7a6c,"Tumi Molefe",Attorney,LP584891,LPC,Struck Off,Free State,17,false,Critical
e5ec9d0c-40d2-4fca-b770-f0719de6012f,"Thabo Khuma",Attorney,LP794706,LPC,Suspended,Limpopo,47,true,Medium
05dc716b-96c6-49dc-b2a1-e78e5588ad38,"Sarah Ndlovu",Advocate,LP560058,LPC,Good Standing,Northern Cape,96,true,Low
06313610-0e83-4efd-890d-4332d4cfadab,"Nomsa Ndlovu",Specialist,MP742022,HPCSA,Good Standing,Western Cape,99,true,Low
cd30b9d4-64cc-4d9c-9420-d341fecc6358,"Lindiwe Botha",Psychologist,MP583248,HPCSA,Suspended,Mpumalanga,57,true,Medium
9abda53f-99f0-4143-a302-361bdcef3959,"Nomsa Muller",Specialist,MP471978,HPCSA,Suspended,Western Cape,44,true,Medium
20a06fe6-d305-4444-b542-8a43fe98c06d,"Nomsa Ndlovu",Psychologist,MP775578,HPCSA,Active,KwaZulu-Natal,97,true,Low
463b7ecd-adf7-424b-8afa-879e31d4388b,"Thabo Smit",Specialist,MP169066,HPCSA,Practising,North West,97,true,Low
b9db5bc1-8f77-4daa-8b3a-b92228b5ca3f,"John Smith",Advocate,LP116596,LPC,Good Standing,Free State,99,true,Low
b1604e5b-5ba0-4e84-9e31-1217bb870b95,"Kevin Smit",Attorney,LP364981,LPC,Suspended,Free State,48,true,Medium
adf09e3b-3f43-4e42-88fc-9910368f16c5,"Musa Smit",Attorney,LP515706,LPC,Good Standing,Eastern Cape,97,true,Low
aa608eff-2089-4cf9-8738-abf90891ef0b,"Jane Khuma",Attorney,LP688620,LPC,Practising,Northern Cape,98,true,Low
22db65b8-5e5a-4de2-9f95-9b50ec86d59f,"Sarah Smit",Psychologist,MP922077,HPCSA,Struck Off,Northern Cape,15,false,Critical
3a8bda28-6038-4b73-b186-f0c75497fcd3,"Sipho Ndlovu",Attorney,LP396568,LPC,Good Standing,Free State,94,true,Low
783508a3-99f7-4450-a275-1137dec762e7,"Lindiwe Botha",Advocate,LP452111,LPC,Practising,KwaZulu-Natal,94,true,Low
34eb87db-c95f-4539-bf26-b4629742a83d,"John Muller",Specialist,MP369010,HPCSA,Suspended,Eastern Cape,54,true,Medium
9f2f5350-cbfe-47bd-b9bf-557ca6be5c27,"Nomsa Ndlovu",Specialist,MP481728,HPCSA,Practising,Western Cape,97,true,Low
2dbb9282-efee-4c85-8643-e2ed77b2c7c6,"Chris Khuma",Specialist,MP355100,HPCSA,Suspended,Limpopo,53,true,Medium
2616f2b7-3f08-4e1c-a558-d32b0ff8809c,"Musa Dlamini",Specialist,MP805932,HPCSA,Good Standing,Western Cape,96,true,Low
db1dbee9-6855-49df-833d-694474ec95c9,"Sipho Botha",Advocate,LP996285,LPC,Practising,Northern Cape,90,true,Low
d15a427d-a337-44ef-ab07-434675f9cc23,"Lindiwe Khuma",Nurse,REG70533,SANC,Active,KwaZulu-Natal,91,true,Low
2b4800b1-855a-4ec9-a18e-ac18b26fc22d,"Lerato Dlamini",Doctor,MP350901,HPCSA,Good Standing,KwaZulu-Natal,98,true,Low
5c38abc2-23b9-4ce8-847e-beacfb0d2380,"Lindiwe Grootboom",Psychologist,MP571195,HPCSA,Struck Off,Limpopo,9,false,Critical
25ec0973-18d3-49e3-b221-a9e4fd19c8e6,"Kevin Molefe",Nurse,REG98347,SANC,Practising,Gauteng,90,true,Low
939391f7-891c-48a1-be4c-42985015e342,"John Dlamini",Nurse,REG23829,SANC,Struck Off,North West,20,false,Critical
55110c00-4ebb-4bd5-af82-c081ebba1acf,"John Dlamini",Psychologist,MP243609,HPCSA,Practising,North West,97,true,Low
922781d4-cea4-450f-9613-2ba29f3dc2e9,"Jane Dlamini",Doctor,MP362237,HPCSA,Good Standing,Free State,97,true,Low
28801e9c-7ec2-41b7-a6ef-2aa02beadf10,"Chris Zuma",Attorney,LP161107,LPC,Suspended,Western Cape,54,true,Medium
fbaa9d3d-7e8c-4e94-945f-884b0e455946,"Lindiwe Muller",Specialist,MP219940,HPCSA,Struck Off,Eastern Cape,26,false,Critical
1d711ee7-2857-424c-9b0c-d093ca946996,"Chris Botha",Advocate,LP321444,LPC,Active,North West,90,true,Low
abfeaafe-680d-4166-94f9-9e1308bb8915,"Thabo Smit",Psychologist,MP588876,HPCSA,Suspended,Mpumalanga,54,true,Medium
e61aa1f6-994b-4e76-883f-77070c19b7ba,"Sipho Ndlovu",Advocate,LP132557,LPC,Suspended,Limpopo,54,true,Medium
8563f597-4c6a-47ae-8494-7fb22526266c,"Lindiwe Dlamini",Doctor,MP343356,HPCSA,Suspended,Gauteng,56,true,Medium
47321258-f985-4a87-8632-41a4d9af0beb,"Kevin Ndlovu",Specialist,MP721034,HPCSA,Suspended,Western Cape,43,true,Medium
e302ec9a-ca63-4a1a-80ed-2513ac661a2c,"Lindiwe Ndlovu",Attorney,LP908047,LPC,Good Standing,Free State,97,true,Low
a7256146-2f35-4ffd-b2e6-ae1201ebb810,"John Khuma",Psychologist,MP569506,HPCSA,Practising,KwaZulu-Natal,90,true,Low
08f0c6b6-7fb4-47a2-af3b-f35a8bb0cff9,"Tumi Ndlovu",Nurse,REG24910,SANC,Practising,Mpumalanga,93,true,Low
22232224-e7ac-407b-ade3-108a09658a1c,"Sipho Zuma",Psychologist,MP545142,HPCSA,Suspended,Free State,52,true,Medium
c45e8bf8-1e0e-4a66-a690-f8ddde8738a4,"Sarah Khuma",Attorney,LP690216,LPC,Struck Off,North West,15,false,Critical
caf525d2-1305-4a06-a923-a99875594c09,"Lerato Smit",Nurse,REG28813,SANC,Active,Free State,99,true,Low
0e78e833-c3ae-4474-a24b-ccabad5a3ce1,"Sipho Botha",Attorney,LP243613,LPC,Practising,Gauteng,95,true,Low
cb05c0ad-9c91-477f-869c-5cdde031cae8,"Lindiwe Molefe",Nurse,REG31179,SANC,Struck Off,Northern Cape,5,false,Critical
f96519cd-7a55-4dc9-b263-7aeb0519acf3,"Sarah Smith",Nurse,REG63035,SANC,Good Standing,Western Cape,97,true,Low
18274c30-51c3-4d59-863d-54efeea4fc67,"John Khuma",Nurse,REG95590,SANC,Suspended,Eastern Cape,60,true,Medium
130c24c8-83c7-447e-b60d-a56695929054,"John Grootboom",Psychologist,MP498578,HPCSA,Practising,North West,98,true,Low
a052f9cc-0cae-47aa-a84a-21113b5d3f47,"Musa Ndlovu",Attorney,LP535186,LPC,Active,Gauteng,99,true,Low
47d46e3c-ab26-4534-bc75-c8c79a04511e,"Tumi Grootboom",Doctor,MP859909,HPCSA,Practising,Limpopo,96,true,Low
7ea7709d-9468-40dd-8711-60b8c03da38f,"Chris Zuma",Psychologist,MP375718,HPCSA,Suspended,KwaZulu-Natal,53,true,Medium
5070e465-72c6-4933-9f64-13944ae72416,"Sarah Molefe",Advocate,LP338121,LPC,Good Standing,North West,97,true,Low
e1e2314a-3519-4c66-ac2f-5c84b85976eb,"Chris Khuma",Attorney,LP173859,LPC,Suspended,North West,44,true,Medium
ba8f4a6f-afed-4d4c-8b76-07c60f44f72a,"Sipho Grootboom",Nurse,REG41714,SANC,Practising,Limpopo,94,true,Low
c349db84-7f3c-4cd0-8b1f-e772f7befd8a,"Kevin Dlamini",Advocate,LP687364,LPC,Good Standing,Free State,90,true,Low
6c252ed9-84c2-4ba0-b669-583ca34b2680,"Musa Smith",Doctor,MP128954,HPCSA,Struck Off,KwaZulu-Natal,21,false,Critical
1e99215f-08a0-4540-88e0-e53d1f4b9328,"Lerato Smit",Attorney,LP748618,LPC,Active,Mpumalanga,98,true,Low
65ced7fa-e255-4ce3-bf2b-cad711564fea,"Lindiwe Molefe",Advocate,LP169060,LPC,Practising,Western Cape,92,true,Low
77d19dab-bf26-4dc3-93ce-9a862c3a1b9e,"John Zuma",Attorney,LP582330,LPC,Practising,Northern Cape,90,true,Low
603459ea-40d5-4da8-ba97-9ce5402209b7,"John Smit",Doctor,MP368230,HPCSA,Struck Off,Gauteng,20,false,Critical
76785b4f-ebb5-423e-b42c-837938354977,"Sipho Dlamini",Nurse,REG31431,SANC,Practising,Northern Cape,93,true,Low
65dc2b77-337a-46df-8af5-bebd4751d7c0,"Chris Smit",Specialist,MP739432,HPCSA,Struck Off,Western Cape,25,false,Critical
9ac46166-782d-473c-b76d-ac005bd62296,"Jane Muller",Doctor,MP802814,HPCSA,Practising,Gauteng,95,true,Low
c8632e7d-304f-48a6-8f89-5ae5d96d46ad,"Tumi Ndlovu",Doctor,MP639097,HPCSA,Struck Off,Gauteng,7,false,Critical
7a4509fa-4fb9-4de9-8d05-8ac26a48dec6,"John Botha",Advocate,LP452899,LPC,Suspended,Eastern Cape,53,true,Medium
085b3f51-ac93-413a-92de-a6c6c52be773,"Jane Ndlovu",Advocate,LP573679,LPC,Good Standing,Western Cape,99,true,Low
a6e451a8-4ffc-4cd2-8300-c1075553c05b,"Jane Ndlovu",Nurse,REG91827,SANC,Good Standing,Limpopo,94,true,Low
9c15ba68-f5eb-4b80-9f85-ca653f4620c1,"Jane Molefe",Advocate,LP948069,LPC,Good Standing,Limpopo,100,true,Low
f9272735-e617-490d-9ebd-5a75cf0216a2,"Musa Grootboom",Advocate,LP544042,LPC,Active,North West,92,true,Low
ef6edaae-51bd-4a2d-9710-3f9ab0a16a45,"Sarah Molefe",Psychologist,MP711878,HPCSA,Good Standing,Western Cape,98,true,Low
acd67292-572f-461f-b7c3-e0d5c08e6dc3,"Lerato Smit",Doctor,MP255384,HPCSA,Practising,North West,97,true,Low
eca54c93-3569-4dd5-bc19-dd91c99e0653,"Sipho Zuma",Nurse,REG84111,SANC,Practising,Free State,94,true,Low
321277bc-974f-44df-a104-83810bfba05e,"John Smit",Specialist,MP628118,HPCSA,Struck Off,North West,14,false,Critical
7c2a925d-6fc1-4f11-9c85-df605c4bd2ac,"Kevin Molefe",Advocate,LP638661,LPC,Active,Gauteng,99,true,Low
14684aa8-30ad-4ddb-b562-31a8bd8af80e,"Lerato Dlamini",Attorney,LP881887,LPC,Active,Limpopo,93,true,Low
f8de0389-aaff-4019-bf42-6e47180a697c,"Lerato Molefe",Doctor,MP936424,HPCSA,Struck Off,Mpumalanga,8,false,Critical
13baf62c-b1fd-4cf0-b6a2-5e598c8def68,"Sarah Ndlovu",Psychologist,MP582021,HPCSA,Struck Off,Limpopo,30,false,Critical
4c6c21e2-0795-4656-a889-e0c0918a842b,"Sarah Smith",Specialist,MP527981,HPCSA,Good Standing,Northern Cape,95,true,Low
7c514075-191a-437a-b8bc-87612f939f5a,"Nomsa Zuma",Attorney,LP165601,LPC,Practising,North West,92,true,Low
c3a8573d-b0a4-445c-8399-50ee3183afa2,"Sarah Dlamini",Specialist,MP970647,HPCSA,Struck Off,Northern Cape,9,false,Critical
5bc7af07-f973-41e5-8683-0499e3f23416,"Lerato Dlamini",Advocate,LP182493,LPC,Practising,Northern Cape,99,true,Low
24759db4-36d8-4716-8133-60ff2a61143f,"Musa Botha",Psychologist,MP367124,HPCSA,Active,Free State,97,true,Low
87a30c54-8ba6-46d6-acb2-492ab814a9bc,"Musa Botha",Doctor,MP113571,HPCSA,Active,Western Cape,93,true,Low
a3b2d381-73e1-431d-a5a1-6c852a97ff43,"Lindiwe Zuma",Nurse,REG74050,SANC,Suspended,Northern Cape,60,true,Medium
812a7876-52f2-4fb6-8529-11e4afab2637,"Musa Ndlovu",Advocate,LP977722,LPC,Practising,Gauteng,94,true,Low
8160fd81-b98d-4182-848e-49c62a4612c1,"John Ndlovu",Doctor,MP423059,HPCSA,Good Standing,Mpumalanga,95,true,Low
0b56a9ac-9c4e-40f2-86bb-4336e8b11695,"Lerato Khuma",Specialist,MP280087,HPCSA,Good Standing,Limpopo,96,true,Low
117b5f10-4e2d-4cfa-ac1d-c41983399d8f,"Nomsa Grootboom",Specialist,MP271036,HPCSA,Suspended,Free State,42,true,Medium
0f994a3b-c619-4ff4-95af-4899b178b0e8,"Sipho Dlamini",Specialist,MP307726,HPCSA,Suspended,Mpumalanga,44,true,Medium
b7d9fd4d-587f-45a8-a0b4-34acca1f928b,"Tumi Khuma",Doctor,MP992877,HPCSA,Suspended,Limpopo,43,true,Medium
96ac3676-979c-4f8e-80f1-88848e517ace,"Tumi Khuma",Specialist,MP941420,HPCSA,Practising,Mpumalanga,93,true,Low
71a03419-4412-49df-830f-866361a3a820,"Jane Ndlovu",Advocate,LP304266,LPC,Good Standing,Western Cape,95,true,Low
205ddeaa-1b7c-48b8-8409-855e83abce71,"Kevin Dlamini",Psychologist,MP229339,HPCSA,Practising,Gauteng,93,true,Low
464b980f-40f1-4105-bd0b-3d28033aae00,"Lindiwe Molefe",Doctor,MP719054,HPCSA,Practising,Limpopo,95,true,Low
2bf2dc5f-2561-4058-979b-3b0cdb6fe004,"Nomsa Muller",Doctor,MP624309,HPCSA,Suspended,Eastern Cape,54,true,Medium
b4e7c889-2a7e-4c4e-835f-7034df4d1fd6,"Musa Grootboom",Specialist,MP208729,HPCSA,Practising,Gauteng,100,true,Low
f1e1ca3d-218b-4637-9078-ba692ec98679,"Sipho Grootboom",Advocate,LP620406,LPC,Good Standing,North West,93,true,Low
ec71d805-5b19-41d2-b273-725aed56ede0,"Lerato Botha",Attorney,LP876287,LPC,Good Standing,Western Cape,97,true,Low
ecee553f-bf9d-47d8-8cfa-e4c294ba5928,"Musa Botha",Doctor,MP184656,HPCSA,Suspended,North West,56,true,Medium
c00060ee-efe0-46de-81a0-cd58ede738c7,"Musa Khuma",Doctor,MP213805,HPCSA,Suspended,Mpumalanga,48,true,Medium
bda9c7a2-b405-4f2a-a594-74d872333164,"Thabo Khuma",Specialist,MP324451,HPCSA,Good Standing,Gauteng,95,true,Low
80bbcfc0-b409-4741-94e4-cdecad874ff8,"Sipho Muller",Doctor,MP118339,HPCSA,Active,Northern Cape,100,true,Low
a18b6e36-25ee-492e-b150-f3d81628fc97,"Lindiwe Smit",Specialist,MP842124,HPCSA,Active,Western Cape,93,true,Low
25129e8f-798a-4cf5-b24b-df2e928c396d,"Chris Zuma",Attorney,LP488840,LPC,Active,Free State,97,true,Low
a05e4032-1df9-4be9-ac3f-cfa4fae24259,"Musa Ndlovu",Attorney,LP177240,LPC,Suspended,Gauteng,51,true,Medium
2fcb6d08-127f-4089-9ae1-1e8e69d47760,"Sarah Molefe",Specialist,MP305040,HPCSA,Struck Off,North West,22,false,Critical
3c364bfd-5ced-4bd5-a2cd-e023488d209e,"Nomsa Botha",Advocate,LP976213,LPC,Practising,North West,97,true,Low
b6232ba4-99b5-4c7d-86b9-d5e123721234,"Thabo Muller",Advocate,LP314178,LPC,Active,North West,91,true,Low
f8596596-bb33-42a6-8265-af3659f37d85,"John Smith",Advocate,LP189886,LPC,Suspended,Limpopo,45,true,Medium
8dce3d15-1b48-44c7-a69e-f46102dc6cf5,"Nomsa Muller",Doctor,MP103487,HPCSA,Suspended,North West,49,true,Medium
6d39486e-916f-41f4-bc55-f2257976725a,"Nomsa Muller",Advocate,LP912539,LPC,Practising,Gauteng,95,true,Low
039cb2a6-4e22-46c3-b3d7-846480bc2208,"John Khuma",Attorney,LP130316,LPC,Suspended,North West,54,true,Medium
e24bb927-5b79-4b05-9b0a-c000c2803500,"Thabo Smith",Attorney,LP774014,LPC,Active,Eastern Cape,96,true,Low
5206e5c8-fd53-4dd6-af2f-16aca21ace6b,"Tumi Botha",Advocate,LP576557,LPC,Suspended,North West,54,true,Medium
e9d1ff66-88d9-4075-9017-377c4b697113,"Tumi Botha",Attorney,LP310158,LPC,Suspended,Mpumalanga,49,true,Medium
a5e0867c-2f39-45ec-af4f-3c2f53a45026,"Nomsa Dlamini",Advocate,LP271876,LPC,Suspended,North West,47,true,Medium
667428d4-3aad-4edf-9505-2276eb66482c,"Chris Botha",Doctor,MP722024,HPCSA,Suspended,Gauteng,54,true,Medium
ca372144-37cb-4705-8c0f-f119a5a5b76c,"Musa Ndlovu",Attorney,LP729248,LPC,Struck Off,Mpumalanga,13,false,Critical
87bf4ad7-0cc1-4f08-9df8-cfc7a6a05b93,"Lerato Molefe",Nurse,REG70083,SANC,Good Standing,KwaZulu-Natal,100,true,Low
b1a364d5-863b-4b2e-8aec-37772830906f,"Tumi Smit",Doctor,MP505177,HPCSA,Practising,Free State,94,true,Low
3cd45daa-c9be-40be-92f7-f39ed1c73fcc,"Sipho Ndlovu",Attorney,LP923768,LPC,Good Standing,Northern Cape,98,true,Low
5cb2ac7a-ba23-40b4-bb6b-04ad952ffc52,"Nomsa Zuma",Nurse,REG96468,SANC,Practising,Western Cape,97,true,Low
65ff4263-ede1-494a-b8a5-93a4938f8fbf,"Jane Ndlovu",Psychologist,MP837617,HPCSA,Suspended,Eastern Cape,44,true,Medium
11ed3c3b-0e30-4214-af92-a8e14d8882f4,"Musa Molefe",Specialist,MP264252,HPCSA,Active,Limpopo,97,true,Low
a5cb87b9-3075-4067-b7e4-c6120da365f7,"Lerato Smith",Specialist,MP239827,HPCSA,Active,Mpumalanga,94,true,Low
630b7c83-d5d2-4118-940a-f5adc953b53e,"Tumi Smith",Specialist,MP831842,HPCSA,Struck Off,KwaZulu-Natal,19,false,Critical
8461281e-4d2b-4933-a8a8-0405f753d3d9,"Chris Muller",Doctor,MP433098,HPCSA,Practising,Limpopo,91,true,Low
d3420865-6607-4e10-bf4d-7e45d6d6939c,"Sarah Smith",Psychologist,MP782457,HPCSA,Active,North West,98,true,Low
69855d27-faf2-46b3-bcd1-a61e9df91ee3,"Nomsa Ndlovu",Specialist,MP775054,HPCSA,Struck Off,Mpumalanga,27,false,Critical
0618f867-f958-4545-837d-b6d3d215648d,"Sarah Smith",Attorney,LP911267,LPC,Active,Northern Cape,99,true,Low
34e165ce-ff49-4b33-8979-594b39955374,"Jane Grootboom",Nurse,REG80122,SANC,Suspended,Gauteng,52,true,Medium
693c69b0-dd1d-4818-9b7a-23282f605edc,"Sarah Smith",Doctor,MP722213,HPCSA,Struck Off,Eastern Cape,12,false,Critical
af405837-a133-4d42-b59f-5d5b29f335b9,"Sipho Botha",Doctor,MP902170,HPCSA,Struck Off,Mpumalanga,2,false,Critical
